timestamp,symbol,payload_id,prompt_filepath,gemini_action,gemini_confidence,chronos_action,chronos_confidence,agreement_valid,gate_approved,final_action,final_confidence,reason,broker_result
2026-09-20 01:56:05,EURGBP-OTC,EURGBPOTC0920015603,data_base/evaluate_output\EURGBP-OTC\EURGBPOTC0920015603.txt,WAIT,45.0,PUT,95.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 95%: NO AGREEMENT,PENDING
2026-09-20 01:56:05,GBPJPY-OTC,GBPJPYOTC0920015603,data_base/evaluate_output\GBPJPY-OTC\GBPJPYOTC0920015603.txt,WAIT,40.0,PUT,86.0,False,False,WAIT,40.0,Gemini WAIT 40% + Chronos PUT 86%: NO AGREEMENT,PENDING
2026-09-20 01:56:05,GBPUSD-OTC,GBPUSDOTC0920015603,data_base/evaluate_output\GBPUSD-OTC\GBPUSDOTC0920015603.txt,WAIT,45.0,PUT,57.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 57%: NO AGREEMENT,PENDING
2026-09-20 01:57:04,EURGBP-OTC,EURGBPOTC0920015701,data_base/evaluate_output\EURGBP-OTC\EURGBPOTC0920015701.txt,WAIT,45.0,PUT,95.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 95%: NO AGREEMENT,PENDING
2026-09-20 01:57:04,GBPUSD-OTC,GBPUSDOTC0920015701,data_base/evaluate_output\GBPUSD-OTC\GBPUSDOTC0920015701.txt,WAIT,45.0,PUT,57.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 57%: NO AGREEMENT,PENDING
2026-09-20 01:57:04,USDCAD-OTC,USDCADOTC0920015701,data_base/evaluate_output\USDCAD-OTC\USDCADOTC0920015701.txt,WAIT,40.0,PUT,90.0,False,False,WAIT,40.0,Gemini WAIT 40% + Chronos PUT 90%: NO AGREEMENT,PENDING
2026-09-20 01:57:04,GBPJPY-OTC,GBPJPYOTC0920015701,data_base/evaluate_output\GBPJPY-OTC\GBPJPYOTC0920015701.txt,WAIT,40.0,PUT,86.0,False,False,WAIT,40.0,Gemini WAIT 40% + Chronos PUT 86%: NO AGREEMENT,PENDING
2026-09-20 01:58:05,USDCAD-OTC,USDCADOTC0920015802,data_base/evaluate_output\USDCAD-OTC\USDCADOTC0920015802.txt,WAIT,45.0,PUT,86.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 86%: NO AGREEMENT,PENDING
2026-09-20 01:58:05,GBPJPY-OTC,GBPJPYOTC0920015802,data_base/evaluate_output\GBPJPY-OTC\GBPJPYOTC0920015802.txt,WAIT,45.0,PUT,90.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 90%: NO AGREEMENT,PENDING
2026-09-20 01:58:05,GBPUSD-OTC,GBPUSDOTC0920015802,data_base/evaluate_output\GBPUSD-OTC\GBPUSDOTC0920015802.txt,WAIT,40.0,PUT,57.0,False,False,WAIT,40.0,Gemini WAIT 40% + Chronos PUT 57%: NO AGREEMENT,PENDING
2026-09-20 01:58:05,EURGBP-OTC,EURGBPOTC0920015802,data_base/evaluate_output\EURGBP-OTC\EURGBPOTC0920015802.txt,WAIT,45.0,PUT,95.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 95%: NO AGREEMENT,PENDING
2026-09-20 01:59:05,USDCAD-OTC,USDCADOTC0920015903,data_base/evaluate_output\USDCAD-OTC\USDCADOTC0920015903.txt,WAIT,40.0,PUT,90.0,False,False,WAIT,40.0,Gemini WAIT 40% + Chronos PUT 90%: NO AGREEMENT,PENDING
2026-09-20 01:59:05,GBPUSD-OTC,GBPUSDOTC0920015903,data_base/evaluate_output\GBPUSD-OTC\GBPUSDOTC0920015903.txt,WAIT,40.0,PUT,62.0,False,False,WAIT,40.0,Gemini WAIT 40% + Chronos PUT 62%: NO AGREEMENT,PENDING
2026-09-20 01:59:05,GBPJPY-OTC,GBPJPYOTC0920015903,data_base/evaluate_output\GBPJPY-OTC\GBPJPYOTC0920015903.txt,WAIT,40.0,PUT,90.0,False,False,WAIT,40.0,Gemini WAIT 40% + Chronos PUT 90%: NO AGREEMENT,PENDING
2026-09-20 01:59:05,EURGBP-OTC,EURGBPOTC0920015903,data_base/evaluate_output\EURGBP-OTC\EURGBPOTC0920015903.txt,WAIT,45.0,PUT,95.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 95%: NO AGREEMENT,PENDING
2026-09-20 02:00:04,GBPUSD-OTC,GBPUSDOTC0920020001,data_base/evaluate_output\GBPUSD-OTC\GBPUSDOTC0920020001.txt,WAIT,40.0,PUT,62.0,False,False,WAIT,40.0,Gemini WAIT 40% + Chronos PUT 62%: NO AGREEMENT,PENDING
2026-09-20 02:00:04,EURGBP-OTC,EURGBPOTC0920020001,data_base/evaluate_output\EURGBP-OTC\EURGBPOTC0920020001.txt,CALL,75.0,PUT,95.0,False,False,WAIT,75.0,Gemini CALL 75% + Chronos PUT 95%: NO AGREEMENT,PENDING
2026-09-20 02:00:04,USDCAD-OTC,USDCADOTC0920020001,data_base/evaluate_output\USDCAD-OTC\USDCADOTC0920020001.txt,WAIT,40.0,PUT,90.0,False,False,WAIT,40.0,Gemini WAIT 40% + Chronos PUT 90%: NO AGREEMENT,PENDING
2026-09-20 02:00:04,GBPJPY-OTC,GBPJPYOTC0920020001,data_base/evaluate_output\GBPJPY-OTC\GBPJPYOTC0920020001.txt,WAIT,45.0,PUT,90.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 90%: NO AGREEMENT,PENDING
2026-09-20 02:01:09,USDCAD-OTC,USDCADOTC0920020107,data_base/evaluate_output\USDCAD-OTC\USDCADOTC0920020107.txt,WAIT,45.0,PUT,86.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 86%: NO AGREEMENT,PENDING
2026-09-20 02:01:09,GBPUSD-OTC,GBPUSDOTC0920020107,data_base/evaluate_output\GBPUSD-OTC\GBPUSDOTC0920020107.txt,WAIT,40.0,PUT,57.0,False,False,WAIT,40.0,Gemini WAIT 40% + Chronos PUT 57%: NO AGREEMENT,PENDING
2026-09-20 02:01:09,GBPJPY-OTC,GBPJPYOTC0920020107,data_base/evaluate_output\GBPJPY-OTC\GBPJPYOTC0920020107.txt,PUT,75.0,PUT,90.0,True,True,PUT,75.0,Gemini PUT 75% + Chronos PUT 90%: AGREEMENT,PENDING
2026-09-20 02:01:09,EURGBP-OTC,EURGBPOTC0920020107,data_base/evaluate_output\EURGBP-OTC\EURGBPOTC0920020107.txt,WAIT,45.0,PUT,95.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 95%: NO AGREEMENT,PENDING
2026-09-20 03:49:04,AUDJPY-OTC,AUDJPYOTC0920034901,data_base/evaluate_output\AUDJPY-OTC\AUDJPYOTC0920034901.txt,WAIT,45.0,PUT,67.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 67%: NO AGREEMENT,PENDING
2026-09-20 03:49:04,GBPUSD-OTC,GBPUSDOTC0920034901,data_base/evaluate_output\GBPUSD-OTC\GBPUSDOTC0920034901.txt,WAIT,45.0,PUT,90.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 90%: NO AGREEMENT,PENDING
2026-09-20 03:49:04,EURUSD-OTC,EURUSDOTC0920034901,data_base/evaluate_output\EURUSD-OTC\EURUSDOTC0920034901.txt,CALL,75.0,CALL,62.0,True,True,CALL,75.0,Gemini CALL 75% + Chronos CALL 62%: AGREEMENT,PENDING
2026-09-20 03:49:04,USDCAD-OTC,USDCADOTC0920034901,data_base/evaluate_output\USDCAD-OTC\USDCADOTC0920034901.txt,WAIT,40.0,PUT,71.0,False,False,WAIT,40.0,Gemini WAIT 40% + Chronos PUT 71%: NO AGREEMENT,PENDING
2026-09-20 03:50:09,GBPUSD-OTC,GBPUSDOTC0920035006,data_base/evaluate_output\GBPUSD-OTC\GBPUSDOTC0920035006.txt,PUT,75.0,PUT,90.0,True,True,PUT,75.0,Gemini PUT 75% + Chronos PUT 90%: AGREEMENT,PENDING
2026-09-20 03:50:09,AUDJPY-OTC,AUDJPYOTC0920035006,data_base/evaluate_output\AUDJPY-OTC\AUDJPYOTC0920035006.txt,CALL,75.0,PUT,62.0,False,False,WAIT,75.0,Gemini CALL 75% + Chronos PUT 62%: NO AGREEMENT,PENDING
2026-09-20 03:50:09,USDCAD-OTC,USDCADOTC0920035006,data_base/evaluate_output\USDCAD-OTC\USDCADOTC0920035006.txt,WAIT,40.0,PUT,71.0,False,False,WAIT,40.0,Gemini WAIT 40% + Chronos PUT 71%: NO AGREEMENT,PENDING
2026-09-20 03:50:09,EURUSD-OTC,EURUSDOTC0920035006,data_base/evaluate_output\EURUSD-OTC\EURUSDOTC0920035006.txt,WAIT,45.0,CALL,62.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos CALL 62%: NO AGREEMENT,PENDING
2026-09-20 03:51:12,AUDJPY-OTC,AUDJPYOTC0920035109,data_base/evaluate_output\AUDJPY-OTC\AUDJPYOTC0920035109.txt,WAIT,40.0,PUT,67.0,False,False,WAIT,40.0,Gemini WAIT 40% + Chronos PUT 67%: NO AGREEMENT,PENDING
2026-09-20 03:51:12,USDCAD-OTC,USDCADOTC0920035109,data_base/evaluate_output\USDCAD-OTC\USDCADOTC0920035109.txt,WAIT,40.0,PUT,71.0,False,False,WAIT,40.0,Gemini WAIT 40% + Chronos PUT 71%: NO AGREEMENT,PENDING
2026-09-20 03:51:12,GBPUSD-OTC,GBPUSDOTC0920035109,data_base/evaluate_output\GBPUSD-OTC\GBPUSDOTC0920035109.txt,WAIT,55.0,PUT,90.0,False,False,WAIT,55.0,Gemini WAIT 55% + Chronos PUT 90%: NO AGREEMENT,PENDING
2026-09-20 03:51:12,EURUSD-OTC,EURUSDOTC0920035109,data_base/evaluate_output\EURUSD-OTC\EURUSDOTC0920035109.txt,CALL,75.0,CALL,57.0,True,True,CALL,75.0,Gemini CALL 75% + Chronos CALL 57%: AGREEMENT,PENDING
2026-09-20 03:52:03,AUDJPY-OTC,AUDJPYOTC0920035201,data_base/evaluate_output\AUDJPY-OTC\AUDJPYOTC0920035201.txt,WAIT,45.0,PUT,67.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 67%: NO AGREEMENT,PENDING
2026-09-20 03:52:03,GBPUSD-OTC,GBPUSDOTC0920035201,data_base/evaluate_output\GBPUSD-OTC\GBPUSDOTC0920035201.txt,WAIT,50.0,PUT,90.0,False,False,WAIT,50.0,Gemini WAIT 50% + Chronos PUT 90%: NO AGREEMENT,PENDING
2026-09-20 03:52:03,USDCAD-OTC,USDCADOTC0920035201,data_base/evaluate_output\USDCAD-OTC\USDCADOTC0920035201.txt,PUT,75.0,PUT,71.0,True,True,PUT,75.0,Gemini PUT 75% + Chronos PUT 71%: AGREEMENT,PENDING
2026-09-20 03:52:03,EURUSD-OTC,EURUSDOTC0920035201,data_base/evaluate_output\EURUSD-OTC\EURUSDOTC0920035201.txt,CALL,75.0,CALL,57.0,True,True,CALL,75.0,Gemini CALL 75% + Chronos CALL 57%: AGREEMENT,PENDING
2026-09-20 03:53:04,AUDJPY-OTC,AUDJPYOTC0920035301,data_base/evaluate_output\AUDJPY-OTC\AUDJPYOTC0920035301.txt,WAIT,45.0,PUT,67.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 67%: NO AGREEMENT,PENDING
2026-09-20 03:53:04,GBPUSD-OTC,GBPUSDOTC0920035301,data_base/evaluate_output\GBPUSD-OTC\GBPUSDOTC0920035301.txt,CALL,75.0,PUT,90.0,False,False,WAIT,75.0,Gemini CALL 75% + Chronos PUT 90%: NO AGREEMENT,PENDING
2026-09-20 03:53:04,EURUSD-OTC,EURUSDOTC0920035301,data_base/evaluate_output\EURUSD-OTC\EURUSDOTC0920035301.txt,CALL,75.0,WAIT,52.0,False,False,WAIT,75.0,Gemini CALL 75% + Chronos WAIT 52%: NO AGREEMENT,PENDING
2026-09-20 03:53:04,USDCAD-OTC,USDCADOTC0920035301,data_base/evaluate_output\USDCAD-OTC\USDCADOTC0920035301.txt,WAIT,45.0,PUT,76.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 76%: NO AGREEMENT,PENDING
2026-09-20 03:54:05,AUDJPY-OTC,AUDJPYOTC0920035403,data_base/evaluate_output\AUDJPY-OTC\AUDJPYOTC0920035403.txt,WAIT,40.0,PUT,67.0,False,False,WAIT,40.0,Gemini WAIT 40% + Chronos PUT 67%: NO AGREEMENT,PENDING
2026-09-20 03:54:05,USDCAD-OTC,USDCADOTC0920035403,data_base/evaluate_output\USDCAD-OTC\USDCADOTC0920035403.txt,WAIT,40.0,PUT,76.0,False,False,WAIT,40.0,Gemini WAIT 40% + Chronos PUT 76%: NO AGREEMENT,PENDING
2026-09-20 03:54:05,GBPUSD-OTC,GBPUSDOTC0920035403,data_base/evaluate_output\GBPUSD-OTC\GBPUSDOTC0920035403.txt,CALL,75.0,PUT,90.0,False,False,WAIT,75.0,Gemini CALL 75% + Chronos PUT 90%: NO AGREEMENT,PENDING
2026-09-20 03:54:05,EURUSD-OTC,EURUSDOTC0920035403,data_base/evaluate_output\EURUSD-OTC\EURUSDOTC0920035403.txt,CALL,68.0,WAIT,52.0,False,False,WAIT,68.0,Gemini CALL 68% + Chronos WAIT 52%: NO AGREEMENT,PENDING
2026-09-20 03:55:22,GBPUSD-OTC,GBPUSDOTC0920035505,data_base/evaluate_output\GBPUSD-OTC\GBPUSDOTC0920035505.txt,WAIT,55.0,PUT,90.0,False,False,WAIT,55.0,Gemini WAIT 55% + Chronos PUT 90%: NO AGREEMENT,PENDING
2026-09-20 03:55:22,USDCAD-OTC,USDCADOTC0920035505,data_base/evaluate_output\USDCAD-OTC\USDCADOTC0920035505.txt,WAIT,40.0,PUT,71.0,False,False,WAIT,40.0,Gemini WAIT 40% + Chronos PUT 71%: NO AGREEMENT,PENDING
2026-09-20 03:55:23,EURUSD-OTC,EURUSDOTC0920035505,data_base/evaluate_output\EURUSD-OTC\EURUSDOTC0920035505.txt,CALL,72.0,WAIT,52.0,False,False,WAIT,72.0,Gemini CALL 72% + Chronos WAIT 52%: NO AGREEMENT,PENDING
2026-09-20 03:55:23,AUDJPY-OTC,AUDJPYOTC0920035505,data_base/evaluate_output\AUDJPY-OTC\AUDJPYOTC0920035505.txt,WAIT,40.0,PUT,67.0,False,False,WAIT,40.0,Gemini WAIT 40% + Chronos PUT 67%: NO AGREEMENT,PENDING
2026-09-20 03:56:28,EURUSD-OTC,EURUSDOTC0920035609,data_base/evaluate_output\EURUSD-OTC\EURUSDOTC0920035609.txt,WAIT,45.0,WAIT,52.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos WAIT 52%: NO AGREEMENT,PENDING
2026-09-20 03:56:28,AUDJPY-OTC,AUDJPYOTC0920035609,data_base/evaluate_output\AUDJPY-OTC\AUDJPYOTC0920035609.txt,WAIT,40.0,PUT,67.0,False,False,WAIT,40.0,Gemini WAIT 40% + Chronos PUT 67%: NO AGREEMENT,PENDING
2026-09-20 03:56:28,USDCAD-OTC,USDCADOTC0920035609,data_base/evaluate_output\USDCAD-OTC\USDCADOTC0920035609.txt,WAIT,40.0,PUT,71.0,False,False,WAIT,40.0,Gemini WAIT 40% + Chronos PUT 71%: NO AGREEMENT,PENDING
2026-09-20 03:56:29,GBPUSD-OTC,GBPUSDOTC0920035610,data_base/evaluate_output\GBPUSD-OTC\GBPUSDOTC0920035610.txt,WAIT,45.0,PUT,90.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 90%: NO AGREEMENT,PENDING
2026-09-20 03:57:52,EURUSD-OTC,EURUSDOTC0920035712,data_base/evaluate_output\EURUSD-OTC\EURUSDOTC0920035712.txt,WAIT,45.0,WAIT,52.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos WAIT 52%: NO AGREEMENT,PENDING
2026-09-20 03:57:53,USDCAD-OTC,USDCADOTC0920035712,data_base/evaluate_output\USDCAD-OTC\USDCADOTC0920035712.txt,WAIT,40.0,PUT,71.0,False,False,WAIT,40.0,Gemini WAIT 40% + Chronos PUT 71%: NO AGREEMENT,PENDING
2026-09-20 03:57:53,GBPUSD-OTC,GBPUSDOTC0920035713,data_base/evaluate_output\GBPUSD-OTC\GBPUSDOTC0920035713.txt,WAIT,45.0,PUT,90.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 90%: NO AGREEMENT,PENDING
2026-09-20 03:57:54,AUDJPY-OTC,AUDJPYOTC0920035713,data_base/evaluate_output\AUDJPY-OTC\AUDJPYOTC0920035713.txt,WAIT,40.0,PUT,71.0,False,False,WAIT,40.0,Gemini WAIT 40% + Chronos PUT 71%: NO AGREEMENT,PENDING
2026-09-20 03:58:52,USDCAD-OTC,USDCADOTC0920035816,data_base/evaluate_output\USDCAD-OTC\USDCADOTC0920035816.txt,WAIT,45.0,PUT,67.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 67%: NO AGREEMENT,PENDING
2026-09-20 03:58:52,GBPUSD-OTC,GBPUSDOTC0920035816,data_base/evaluate_output\GBPUSD-OTC\GBPUSDOTC0920035816.txt,WAIT,45.0,PUT,90.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 90%: NO AGREEMENT,PENDING
2026-09-20 03:58:53,EURUSD-OTC,EURUSDOTC0920035816,data_base/evaluate_output\EURUSD-OTC\EURUSDOTC0920035816.txt,WAIT,45.0,WAIT,52.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos WAIT 52%: NO AGREEMENT,PENDING
2026-09-20 03:58:53,AUDJPY-OTC,AUDJPYOTC0920035816,data_base/evaluate_output\AUDJPY-OTC\AUDJPYOTC0920035816.txt,WAIT,40.0,PUT,76.0,False,False,WAIT,40.0,Gemini WAIT 40% + Chronos PUT 76%: NO AGREEMENT,PENDING
2026-09-20 03:59:44,GBPUSD-OTC,GBPUSDOTC0920035905,data_base/evaluate_output\GBPUSD-OTC\GBPUSDOTC0920035905.txt,WAIT,45.0,PUT,90.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 90%: NO AGREEMENT,PENDING
2026-09-20 03:59:45,AUDJPY-OTC,AUDJPYOTC0920035905,data_base/evaluate_output\AUDJPY-OTC\AUDJPYOTC0920035905.txt,WAIT,40.0,PUT,76.0,False,False,WAIT,40.0,Gemini WAIT 40% + Chronos PUT 76%: NO AGREEMENT,PENDING
2026-09-20 03:59:45,USDCAD-OTC,USDCADOTC0920035905,data_base/evaluate_output\USDCAD-OTC\USDCADOTC0920035905.txt,WAIT,45.0,PUT,67.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 67%: NO AGREEMENT,PENDING
2026-09-20 03:59:46,EURUSD-OTC,EURUSDOTC0920035905,data_base/evaluate_output\EURUSD-OTC\EURUSDOTC0920035905.txt,WAIT,45.0,WAIT,52.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos WAIT 52%: NO AGREEMENT,PENDING
2026-09-20 04:00:54,USDCAD-OTC,USDCADOTC0920040016,data_base/evaluate_output\USDCAD-OTC\USDCADOTC0920040016.txt,WAIT,45.0,PUT,76.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 76%: NO AGREEMENT,PENDING
2026-09-20 04:00:54,AUDJPY-OTC,AUDJPYOTC0920040015,data_base/evaluate_output\AUDJPY-OTC\AUDJPYOTC0920040015.txt,WAIT,40.0,PUT,76.0,False,False,WAIT,40.0,Gemini WAIT 40% + Chronos PUT 76%: NO AGREEMENT,PENDING
2026-09-20 04:00:55,GBPUSD-OTC,GBPUSDOTC0920040015,data_base/evaluate_output\GBPUSD-OTC\GBPUSDOTC0920040015.txt,WAIT,45.0,PUT,90.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 90%: NO AGREEMENT,PENDING
2026-09-20 04:00:56,EURUSD-OTC,EURUSDOTC0920040015,data_base/evaluate_output\EURUSD-OTC\EURUSDOTC0920040015.txt,WAIT,45.0,WAIT,52.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos WAIT 52%: NO AGREEMENT,PENDING
2026-09-20 04:02:25,GBPUSD-OTC,GBPUSDOTC0920040146,data_base/evaluate_output\GBPUSD-OTC\GBPUSDOTC0920040146.txt,WAIT,50.0,PUT,90.0,False,False,WAIT,50.0,Gemini WAIT 50% + Chronos PUT 90%: NO AGREEMENT,PENDING
2026-09-20 04:02:25,USDCAD-OTC,USDCADOTC0920040146,data_base/evaluate_output\USDCAD-OTC\USDCADOTC0920040146.txt,WAIT,40.0,PUT,67.0,False,False,WAIT,40.0,Gemini WAIT 40% + Chronos PUT 67%: NO AGREEMENT,PENDING
2026-09-20 04:02:26,EURUSD-OTC,EURUSDOTC0920040146,data_base/evaluate_output\EURUSD-OTC\EURUSDOTC0920040146.txt,WAIT,45.0,WAIT,52.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos WAIT 52%: NO AGREEMENT,PENDING
2026-09-20 04:02:26,AUDJPY-OTC,AUDJPYOTC0920040146,data_base/evaluate_output\AUDJPY-OTC\AUDJPYOTC0920040146.txt,WAIT,40.0,PUT,71.0,False,False,WAIT,40.0,Gemini WAIT 40% + Chronos PUT 71%: NO AGREEMENT,PENDING
2026-09-20 04:04:12,USDCAD-OTC,USDCADOTC0920040334,data_base/evaluate_output\USDCAD-OTC\USDCADOTC0920040334.txt,WAIT,45.0,PUT,67.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 67%: NO AGREEMENT,PENDING
2026-09-20 04:04:13,EURUSD-OTC,EURUSDOTC0920040334,data_base/evaluate_output\EURUSD-OTC\EURUSDOTC0920040334.txt,WAIT,45.0,WAIT,52.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos WAIT 52%: NO AGREEMENT,PENDING
2026-09-20 04:04:13,GBPUSD-OTC,GBPUSDOTC0920040334,data_base/evaluate_output\GBPUSD-OTC\GBPUSDOTC0920040334.txt,WAIT,45.0,PUT,90.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 90%: NO AGREEMENT,PENDING
2026-09-20 04:04:14,AUDJPY-OTC,AUDJPYOTC0920040334,data_base/evaluate_output\AUDJPY-OTC\AUDJPYOTC0920040334.txt,WAIT,40.0,PUT,62.0,False,False,WAIT,40.0,Gemini WAIT 40% + Chronos PUT 62%: NO AGREEMENT,PENDING
2026-09-20 04:06:28,USDCAD-OTC,USDCADOTC0920040545,data_base/evaluate_output\USDCAD-OTC\USDCADOTC0920040545.txt,WAIT,40.0,PUT,57.0,False,False,WAIT,40.0,Gemini WAIT 40% + Chronos PUT 57%: NO AGREEMENT,PENDING
2026-09-20 04:06:29,AUDJPY-OTC,AUDJPYOTC0920040545,data_base/evaluate_output\AUDJPY-OTC\AUDJPYOTC0920040545.txt,WAIT,40.0,PUT,67.0,False,False,WAIT,40.0,Gemini WAIT 40% + Chronos PUT 67%: NO AGREEMENT,PENDING
2026-09-20 04:06:30,GBPUSD-OTC,GBPUSDOTC0920040545,data_base/evaluate_output\GBPUSD-OTC\GBPUSDOTC0920040545.txt,CALL,75.0,PUT,95.0,False,False,WAIT,75.0,Gemini CALL 75% + Chronos PUT 95%: NO AGREEMENT,PENDING
2026-09-20 04:06:31,EURUSD-OTC,EURUSDOTC0920040545,data_base/evaluate_output\EURUSD-OTC\EURUSDOTC0920040545.txt,WAIT,45.0,PUT,62.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 62%: NO AGREEMENT,PENDING
2026-09-20 04:09:34,GBPUSD-OTC,GBPUSDOTC0920040857,data_base/evaluate_output\GBPUSD-OTC\GBPUSDOTC0920040857.txt,WAIT,45.0,PUT,95.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 95%: NO AGREEMENT,PENDING
2026-09-20 04:09:35,EURUSD-OTC,EURUSDOTC0920040857,data_base/evaluate_output\EURUSD-OTC\EURUSDOTC0920040857.txt,WAIT,45.0,PUT,62.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 62%: NO AGREEMENT,PENDING
2026-09-20 04:09:35,AUDJPY-OTC,AUDJPYOTC0920040856,data_base/evaluate_output\AUDJPY-OTC\AUDJPYOTC0920040856.txt,WAIT,45.0,PUT,67.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 67%: NO AGREEMENT,PENDING
2026-09-20 04:09:36,USDCAD-OTC,USDCADOTC0920040858,data_base/evaluate_output\USDCAD-OTC\USDCADOTC0920040858.txt,WAIT,45.0,PUT,57.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 57%: NO AGREEMENT,PENDING
2026-09-20 04:15:35,EURUSD-OTC,EURUSDOTC0920041500,data_base/evaluate_output\EURUSD-OTC\EURUSDOTC0920041500.txt,WAIT,45.0,PUT,57.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 57%: NO AGREEMENT,PENDING
2026-09-20 04:15:36,AUDJPY-OTC,AUDJPYOTC0920041500,data_base/evaluate_output\AUDJPY-OTC\AUDJPYOTC0920041500.txt,WAIT,40.0,PUT,76.0,False,False,WAIT,40.0,Gemini WAIT 40% + Chronos PUT 76%: NO AGREEMENT,PENDING
2026-09-20 04:15:36,USDCAD-OTC,USDCADOTC0920041500,data_base/evaluate_output\USDCAD-OTC\USDCADOTC0920041500.txt,CALL,75.0,PUT,57.0,False,False,WAIT,75.0,Gemini CALL 75% + Chronos PUT 57%: NO AGREEMENT,PENDING
2026-09-20 04:15:36,GBPUSD-OTC,GBPUSDOTC0920041501,data_base/evaluate_output\GBPUSD-OTC\GBPUSDOTC0920041501.txt,CALL,78.0,PUT,90.0,False,False,WAIT,78.0,Gemini CALL 78% + Chronos PUT 90%: NO AGREEMENT,PENDING
2026-09-20 04:24:59,GBPUSD-OTC,GBPUSDOTC0920042418,data_base/evaluate_output\GBPUSD-OTC\GBPUSDOTC0920042418.txt,WAIT,40.0,PUT,90.0,False,False,WAIT,40.0,Gemini WAIT 40% + Chronos PUT 90%: NO AGREEMENT,PENDING
2026-09-20 04:25:00,EURUSD-OTC,EURUSDOTC0920042417,data_base/evaluate_output\EURUSD-OTC\EURUSDOTC0920042417.txt,WAIT,45.0,PUT,57.0,False,False,WAIT,45.0,Gemini WAIT 45% + Chronos PUT 57%: NO AGREEMENT,PENDING
2026-09-20 04:25:01,USDCAD-OTC,USDCADOTC0920042418,data_base/evaluate_output\USDCAD-OTC\USDCADOTC0920042418.txt,WAIT,40.0,PUT,57.0,False,False,WAIT,40.0,Gemini WAIT 40% + Chronos PUT 57%: NO AGREEMENT,PENDING
2026-09-20 04:25:01,AUDJPY-OTC,AUDJPYOTC0920042417,data_base/evaluate_output\AUDJPY-OTC\AUDJPYOTC0920042417.txt,WAIT,40.0,PUT,67.0,False,False,WAIT,40.0,Gemini WAIT 40% + Chronos PUT 67%: NO AGREEMENT,PENDING
